Name;Rating;Positive;Negative;Comment
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;;;Планшет понравился, соответствует всем описаниям. Сделан стильно
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Планшет хороший! Брала для ребёнка, плюс в том, что можно ставить ограничение для просмотра. Звук и качество хорошее. Заряд держит хорошо;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Экран хорошего размера. Брала для дочери-школьницы. Память небольшая, но можно поставить флешку. Дочери нравится, пока нареканий нет.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Купили сыну на день рождения, все очень понравилось, качество хорошее, красивый планшет. Рекомендую;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;4;Я считаю данную модель самой оптимальной по соотношению цена-качество! Хорошо держит батарею!;Функциональность!;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Хороший планшет за свои деньги, ещё бы батарею побольше и память, так все радует;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Звук, экран, скорость работы, батарея ;Нет чехлов;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Хороший планшет, соответствует характеристикам. Ожидание оправдались.;;Для взрослого человека отличный выбор.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Ұлыма алдым. Карантин бойы осы планшет арқылы сабақ оқуда. БЖБ мен ТЖБ-ларын да планшетпен тапсырды. Ұнады;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Товар отличный, чехол на него сложно найти;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Отличный планшет!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Планшет брала для сына. Ему очень нравится. Занимается  по планшету онлайн-уроками. У планшета хорошее качество. Только камеру можно была сделать получше, чтобы фотографии были яркими.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;3;;;Пойдет для ребенка
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Супер;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Детям все понравилось, всё отлично ;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Удобный, быстрый, все понравилось;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Очень классный, звук просто потрясающий, покупала маме, ну очень счастлива, пользуется с удовольствием ;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Очень хороший планшет. Все устраивает;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Класс, внук счастлив! Быстро загружает, быстро работает!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Планшет отличный. Покупала для ребёнка, он очень доволен;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Очень хороший планшет, если вам нужно что-то для домашнего использования, то самое то;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Покупала доче в подарок. Очень ей все  понравилось. Хорошее качество, мы довольны. Спасибо, Каспи;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Все вроде соответствует заявленному.;Нет наушников;Доставлен в целости и сохранности, спасибо! 
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Все отлично. Цена=качество;Не отмечал;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Все супер! Планшет отличный!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Отличный планшет.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Все очень понравилось!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Форма, качество. Супер!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Планшет классный;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;4;Цена;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Понравилось качество и цена. За свои деньги супер.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Получили заказ быстро. Брали ребёнку. Все устраивает, заряд держит долго. Памяти достаточно для многочисленных игр и мультиков. Интернет тянет прекрасно. Мы довольны. Покупка была для отпуска, чтобы развлекать ребёнка. Путь был не близкий, но подзаряжать не приходилось.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Брали ребёнку. Экран большой, игры тянет. ;Нареканий нет.;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;;;Ең бастысы балдарға ұнады. Балалар қуанышты болса бізде қуанамыз.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Отличный планшет;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Отличный планшет. В данной ценовой категории, думаю, лучший.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Неплохой планшет, не лагает, не висит, хороший отклик.;;Рекомендую. Все нормально.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Все отлично, качество соответствует.;;Советую к покупке.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Очень хороший планшет. Полностью соответствует заявленным характеристикам.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Отличное качество, большой экран, удобное меню. Мама очень довольна!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;;;Супер. Только дорого
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;;;Планшет супер. Обслуживание продавца тоже на 5. Всё хорошо.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Хороший планшет, хорошо и шустро работает;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Очень нравится, удобный красивый, спасибо Каспи, что Вы Есть!;Все нравится;Все нравится
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Все понравилось. Спасибо!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Качество;Пока не нашел. ;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;;;Планшет хороший, покупала мужу для работы. Он очень доволен. Спасибо продавцу.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Отличный планшет, в своем ценовом сегменте!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Хороший планшет, ребёнок доволен, быстро доставили.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Понравился, планшет хорошо работает, и батарея долго держит зарядку, яркий экран;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Планшетом очень довольны. Цвета яркие, насыщенные. ;;Доставили товар быстро.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Купили ребенку в подарок на НГ. Ребенок доволен, мы тоже. Все вполне устраивает. Зарядки хватает надолго;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Всё супер!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Брала для дочери, все очень понравилось;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Отличный планшет!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Супер;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Хороший планшет.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Все понравилось;;Спасибо Каспи, ты лучший
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;3;Корпус хороший.;Медленный, в сравнении с айпад. За эти деньги ожидал большего. Графика слабая, процессор слабый.;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Отличный планшет, особо выделилось звучание!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Цена соответствует качеству;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Купил ребенку, понравилось, что Экран большой, яркость и качество экрана ips, хорошего качества. Игры тянет практический все, батарею держит хорошо, можно было бы ещё оперативы добавить, а так советую. В данной ценовой категории, безусловно лучший. Советую!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Супер планшет! Советую ;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Хороший планшет в своём сегменте, стоит своих денег. Ребёнок очень рад.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Цена;Камера;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;;;Годно!
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;3;;Ожидала, что будет большим, но пришел средний. Через две недели на касание пальца перестал реагировать, нужно нажимать несколько раз. Товар разочаровал.;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Классный планшет, дочь моя в восторге. Очень красивый дизайн. Надеемся, что вскоре и чехол, и защитная пленка выйдут в продажу.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;;;Все хорошо
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Отличный, мне понравился сразу.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Планшет купили дочери для учёбы, вполне соответствует требованиям, покупкой довольны!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Супер!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Хорошее качество. Мне понравился.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Отличный планшет! Работает бесперебойно.;Отсутствие аксессуаров.;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Отличный планшет. Большой, тонкий, удобен в руках, яркий, качество звука шикарное, большой объем памяти. Взяла сыну в рассрочку,  чтобы зрение не портил от телефона.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Все замечательно! Ребенок в восторге! Огромный экран. Хорошая скорость;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;;;Товар отличный. Брал дочке, она очень довольна.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;4;Все хорошо. Все устраивает;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;;;Отличный скоростной планшет
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Автономность;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;5;Покупал сыну на 8-летие. Планшет супер, изображение хорошее, скорость хорошая, звук громкий. Советую!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;1;;;Пока норм работает, а дальше посмотрим.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb черный;1;;Качество не очень;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;4;Планшет понравился. Звук, изображение, камера - всё супер, заряд держит долго.;Приложения не загружаются через плеймаркет, всё сделали по инструкции. Придётся ехать в сервис;Рекомендую планшет и продавца!
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;;;Брал в подарок, говорят, что супер, все нравится
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;4;Внешний вид привлекательный, тонкий.;Камера слабая. В общем неплохой. Брала для ребёнка в подарок на день рождения, только для примитивных игр. Подвисает, сенсор плохо реагирует. На 3+, в принципе, для детей нормально.;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Хороший планшет, стоит своих денег, не виснет, работает хорошо. Говорили, что нельзя найти на него защитное стекло и чехлы, но все есть на аэровокзале;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Планшет отличный! Большой экран, яркие насыщенные цвета. Поддерживает 4G+! В общем, товаром очень довольна. Спасибо Каспи.;Ожидания оправданы. Только жаль, что в комплекте не было наушников.;Хочется, чтобы скорее выпустили чехол и защитное стекло для этой модели.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Оправдал все надежды, устраивает всё, так что советую. Работает шустро, заряд хорошо держит быстро заряжается. Дарили доче на день рождения, она очень довольна;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Планшет просто супер! Взяли для школы вместо книг. Книги скачали, ребенок не носит 10 кг портфель. Все просто, удобно и очень качественно!;;Рекомендуем всем ученикам!
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;;;Супер, пока минусов не вижу, Каспи молодцы
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;3;Планшет большой и удобный.;Немного подвисает и батареи на день не хватает даже!;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Очень хороший планшет, ни разу не пожалела, что приобрела именно эту модель. Хорошая скорость, очень удобно работать, много интересных и полезных функций.;;Рекомендую всем данную модель. Прежде чем его покупать, я много раз читала о нем и консультировалась с профессионалами, так что шикарный планшет.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;1;;Добрый день! Не советую брать его. Спустя всего лишь два месяца начал гнать дико. При том, что пользовался им взрослый человек, исключительно для конференций (зум и все дела). Пару раз экран блокировки просто глючил, переставал реагировать сенсор.;Не соответствует своей цене. 
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Дочь довольна.;;Товар быстро доставили, молодцы.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Хороший аппарат! Глюков нет, грузится на ура! Спасибо;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Классный, удобный, красивый, большой, динамик хороший. ;Но батарейки на целый день не хватает, так как я работаю через планшет.;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Отличный планшет в плане качества и цены.;Немного большой, надо сразу брать к нему чехол.;В целом все устраивает.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Огромное спасибо. Планшет очень понравился сыну. Всё отлично;;Всё понравилось, все характеристики соответствуют заявленным характеристикам
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;3;Жақсы жұмыс жасайтын планшет, балаларға, маған ұнады. ;;Жеткізу уақытында болмады. 4-5 күнге кешікті. 
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Планшет шикарный для такой цены. 8-ядерный, оперативки маловато, в основном все нормально, дочка в восторге. Спасибо Каспи.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Всё понравилось.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Удобный в использовании, огромный экран, не тупит, не глючит, удобно лежит в руке, цвет просто нереально красивый! Смотрю фильмы, сериалы и играю;;К покупке рекомендую
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;;;Хороший подарок на новый год.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Внешний вид отличный, звук хороший, дальше не проверяла, это подарок сыну на новый год;Пока не знаю;Задний корпус из металла, цвет яркий, я люблю самсунг. И спасибо Каспи)
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Очень понравилась камера, цветопередача, дизайн, соотношение сторон. Стабильно и плавно работает.;Из минусов только то, что нет слухового динамика. Звуковой динамик непривычный, очень объёмный, как будто на пустой банке стоит, но супруге музыканту понравилось, так что на вкус и цвет.;В тысячу раз лучше любого китайского, проверено, потрогано, одобрено.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Отличный планшет, работает быстро, все игры хорошо загружаются, не зависают. Покупали ребенку 12 лет.;Трудно найти чехол.;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Планшет очень понравился!Интересный дизайн, многофункционален, доступная стоимость.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Очень красивый, удобный планшет. Ребенку 4 годика, поставили родительский контроль. Купили сразу чехол.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Легко найти чехол, защитное стекло, оправдал ожидания, спасибо, Kaspi;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;На вид очень красивый, цвет яркий, всё нравится, взяла ребёнку, будет довольной, ещё не дали, купим чехол, потом подарим. Удобный, большой, стильный, пока нравится всё;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Отличный планшет! Как и говорится во многих обзорах на него, он подходит для работы в офисе/на дому, не для тяжёлых игр, но смотреть на нем фильмы и сериалы, читать книги и сидеть в соцсетях одно удовольствие.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Все супер.;;Спасибо большое за оперативность. 
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Всё прекрасно, всё отлично. ;;Дочке понравилось, спасибо Каспи за оказанную услугу.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Вид и быстрое действие. Характеристикам отвечает. Отклик сенсора на высоте. Заряд держит хорошо.;;Всем довольна.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Товар и доставка на высоте, 5+. Закажите, не пожалеете. Супер. Спасибо!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Өте керемет, маған қатты ұнады! Супер. Тез әкеліп берді!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Дизайн. Цвет. Диагональ экрана.;Отсутствие защитных чехлов;Для бюджетного варианта отличный продукт. Быстрый. Надежный. Рекомендую к покупке!
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Брала дочке 5-ти лет, ей нравится. Скачивает все быстро, батареи хватает на весь день, даже с запасом. Довольно шустрый и с памятью пока проблем нет, хотя установила кучу всяких игр. Мне понравился.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;;;Топ за свои деньги
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Очень хороший и удобный телефон;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Достаточно большой экран, неплохая батарея, более-менее крепкий корпус, товаром доволен на все 100%;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Планшет отличный, не виснет, такой качественный звук, просто бомба;Недостатков не нашла;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;;;Спасибо Kaspi за такой классный магазин. Взяла на подарок маме, она в восторге!
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;За эти деньги очень крутой гаджет, маме очень понравился.;;Параметры отличные.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Отличный планшет! Хорошее изображение, хорошая начинка. Все игры тянет без проблем.;;Сыну очень нравится!
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Планшет отличный! Для работы и просмотра роликов супер! Шустрый, не виснет. У меня нареканий нет.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Удобный. Отвечает моим требованиям;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;;;Самое главное, сыночек доволен.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;3;Качество планшета неплохое, идеально подходит для пользователей интерната и соц. сетей.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Спасибо за оперативность магазину Fora Талдыкорган. Планшет очень понравился дочке, большой и удобный для учебы.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Планшет шикарный во всех отношениях. Лучший из всех, которые я покупал раньше. ;;Огромное спасибо Каспи, товар пришел вовремя. Курьеры вежливые, своевременные ребята. Теперь буду покупать только у этого продавца.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Планшет выше всяких похвал, именно то, что мне нужно было. Доставка вообще супер, только заказала, привезли через 20 минут, магазин Fora. За это отдельное спасибо!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Сын сказал, что все соответствует;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Добрый день. Очень понравился. Брала два планшета, двум детям, сейчас взяли племяннику. Детям очень понравилось. Игры, изображение, все ок.;Только один момент, нужно сразу же брать чехол и стекло на него. Очень хрупкий, на них здесь нет запчастей.;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Хороший планшет за свои деньги.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Отличный планшет, экран, батарея, поддержка сим карт, можно звонить, довольно шустрый;;Смело брать, цена=качество
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Дизайн, металлический корпус, автономность, звук;Дисплей, оперативки бы побольше;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Очень радует;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Отличный планшет, работает быстро, хороший экран, заряд тоже держит хорошо.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;;;Брал планшет Маме (ей 88лет) для связи с сестрой. Покупкой она осталась довольна. Освоила на ура. 
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Внук доволен, спасибо купила на день рождения.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Офигенный планшет.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;;;Не жалею, покупала в октябре, все еще в идеале.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Жақсы, маған ұнады, енді қанша жыл жұмыс жасайтынын көреміз. ;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Планшет хороший: большой экран, звук отличный. Мне всё понравилось.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Отличный планшет! Беру второй уже, для второго ребенка! Прочный, качество отличное, зарядку держит долго! Цена огонь.;;Бессмысленно брать на возраст 5-6 лет планшеты за 300-400 тысяч, был опыт со старшим сыном.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;;;Нормальный, модель старая, но годная, сыну 5 лет, очень рад.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Супер классный, все понравилось!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Очень удобный при просмотре видео.;;В принципе, все устраивает.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;;;Планшет понравился. Выбирал по отзывав и обзорам в интернете. Брал в подарок ребенку. Очень доволен.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Планшет отличный.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Супер планшет, ребенок доволен, качество изображения хорошее.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;4;Самый оптимальный по цене и качеству.;;Все, что нужно для простых операций.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Отличный планшет! Пока все устраивает.;Очень долго заряжается.;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Недорого для такого качества.;В комплекте нет чехла.;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Большой экран.;Экран отсвечивает. Иного затормаживает, посмотрим как будет дальше.;Брали для учебы ребенку. 
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;;;Спасибо большое за обслуживание. Купила внуку, он будет счастлив, жду его приезда к нам.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Очень классный. Звук тоже. Я довольна покупкой.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Отличный. Дизайн, звук - все на высшем уровне. Для работы классный.;;Покупала в подарок для сестры, очень нравится.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;3;Экран большой.;Чуть-чуть неудобно для рук.;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Клёвый планшет. Покупала сыну для онлайн уроков, всё хорошо работает. Спасибо магазину и Каспи. ;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Планшет супер, работает идеально. ;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Очень хорошо сделан планшет, качественная сборка, красивый дизайн. Брали дочери для дистанционки - выполняет все необходимые функции.;Сложно подобрать чехол.;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Планшет стильный, удобный. Стоит своих денег. Ребенку подарок понравился!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;1;Тонкий, легкий.;Самсунговская прошивка на андроид ужас как тормозит. Ужасные камеры.;Короче, ужасные впечатления. Жаль, на андроиде нет нормальных планшетов... Очень жаль.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Ребенку очень понравился. Для учебы и отдыха в самый раз. Спасибо;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Отличный девайс! Соответствие цена-качество. Хороший подарок к новому году.;;Доставили раньше заявленной даты. Респект!
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Очень хороший, дарил маме, она в восторге) Все супер.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;;;Всё в порядке, спасибо.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Качество очень хорошее, камера отличная.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Брала дочери на учебу. Все нравится. Каспи молодец!;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Хороший планшет.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;;;Все отлично, а главное, в срок.
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Тауар өте керемет! Өте қатты ұнады.;Құлаққап болмағаны ұнамады!;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Все хорошо, отличный планшет.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Хороший планшет, взял в подарок маме (одноклассники, игрушки, ютуб, видеомессенджеры). Всё работает, камера нормальная.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;4;Хороший средненький планшет за такие деньги, немного бы поярче экран, а так для ребёнка в игры поиграть нормально. Я брала чисто для ребёнка, чтобы смотреть мульты и играть.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Качество супер.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Отличный планшет, и для онлайн уроков и для просмотра передач, мы очень довольны.;;
Планшет Samsung Galaxy Tab A 10.1 SM-T515 32Gb золотистый;5;Планшет класс! Всем довольна.;;
